,596,1473
robustness,1.0809697463593102,20.687156677246094
alpha_lon_accel_max,7.557264762687744,6.111004930778518
alpha_lon_brake_max,6.745858029582182,11.636555671140997
alpha_lon_brake_min,5.216005112090242,2.0156057833322016
response_time,0.07062781306948886,1.7710338830669514
alpha_lat_accel_max,0.2,0.2
alpha_lat_brake_min,0.8,0.8
lateral_fluctuation_margin,0.0,0.0
alpha_lon_brake_min_correct,2.0,2.0
