name,count,mean,std,min,25%,50%,75%,max,robustness_bin
alpha_lon_accel_max,1.0,7.779991186927305,nan,7.779991186927305,7.779991186927305,7.779991186927305,7.779991186927305,7.779991186927305,0
alpha_lon_brake_max,1.0,9.326209594130603,nan,9.326209594130603,9.326209594130603,9.326209594130603,9.326209594130603,9.326209594130603,0
alpha_lon_brake_min,1.0,3.5605783332201497,nan,3.5605783332201497,3.5605783332201497,3.5605783332201497,3.5605783332201497,3.5605783332201497,0
response_time,1.0,0.08306864447313292,nan,0.08306864447313292,0.08306864447313292,0.08306864447313292,0.08306864447313292,0.08306864447313292,0
alpha_lon_accel_max,0,0,0,0,0,0,0,0,1
alpha_lon_brake_max,0,0,0,0,0,0,0,0,1
alpha_lon_brake_min,0,0,0,0,0,0,0,0,1
response_time,0,0,0,0,0,0,0,0,1
alpha_lon_accel_max,17.0,5.437506812652773,3.2298988730838816,0.07779991186927293,1.722386458904799,7.537091989782772,7.703627709803317,8.199046684342889,2
alpha_lon_brake_max,17.0,9.438219354806272,1.7067738043413625,6.445047173901182,8.856144302040597,9.32663623412725,9.572700517080484,13.070454444544499,2
alpha_lon_brake_min,17.0,4.304317776611051,1.0148761850340409,3.0423617962952387,3.5893034040626013,3.6274968807154435,5.469137010892184,5.9756057833322025,2
response_time,17.0,0.10625021913624912,0.09757505975685829,0.050330686444731335,0.05460627815208429,0.06779284298224203,0.1047854883573592,0.4286816576029788,2
alpha_lon_accel_max,236.0,6.948327617229253,2.1266444791813113,0.007845684871686381,7.287667077472628,7.7479749965186135,7.835554791567685,9.977799911869273,3
alpha_lon_brake_max,236.0,9.385557307601172,1.0909026195951774,6.033262095941305,9.173115772418134,9.333844270483088,9.493287175874517,14.339503605399115,3
alpha_lon_brake_min,236.0,3.7942613682218647,0.6228850088381612,2.2295934790190133,3.543506467915428,3.5745229316075915,3.726113576131042,5.9756057833322025,3
response_time,236.0,0.11603966467274834,0.10353033790413557,0.05029885962748845,0.06296486943719767,0.08314521639221242,0.12844808189887755,0.8134524693842133,3
alpha_lon_accel_max,405.0,6.706929276957763,2.488861988161304,0.008264256754483557,6.638752368637966,7.713772786131817,7.9668163922582815,9.978000523089566,4
alpha_lon_brake_max,405.0,9.535039931893524,1.5308514447246617,6.023432313372577,9.061956196038311,9.332383690629095,9.740965350251447,14.881499490335463,4
alpha_lon_brake_min,405.0,3.8245038359073424,0.7600773638297946,2.0156057833322016,3.497727312601503,3.6026107940853134,3.9670215305755225,5.992204864837824,4
response_time,405.0,0.20290961726474627,0.17125465579628515,0.050330686444731335,0.10140786893228933,0.16663313522502146,0.2459493544430228,1.3858070650010528,4
alpha_lon_accel_max,684.0,6.857759706472737,2.4682940563947167,0.009061873872734522,6.353496542111235,7.7074897302117655,8.324086323426101,9.993336187697253,5
alpha_lon_brake_max,684.0,9.534509210046894,1.7577421520059693,6.033262095941305,8.72222429590259,9.328547992603756,10.032937718444524,14.999985854426725,5
alpha_lon_brake_min,684.0,3.639349409022964,0.7663946746992062,2.015,3.278250913464399,3.5477744701607357,3.8509925257031976,5.996586652969791,5
response_time,684.0,0.36515314205587224,0.32916639102627193,0.050330686444731335,0.17846627187755554,0.2927736849719944,0.437448562527809,3.3605292873879646,5
alpha_lon_accel_max,532.0,6.737890602127834,2.569790602898488,0.0015502575291262944,5.622618070645945,7.554731221890014,8.402278362223846,9.998465122012762,6
alpha_lon_brake_max,532.0,9.795238350364347,1.982009646678395,6.0141512657712175,8.649969493689316,9.45010927462785,10.690456677662615,14.991277308494775,6
alpha_lon_brake_min,532.0,3.623064886495844,0.8119471473011008,2.011247933561697,3.174211792602467,3.550043644674729,4.014349888773902,5.997864808924115,6
response_time,532.0,0.6462063495607208,0.4877111851623163,0.11008842638325854,0.4028080715808572,0.5223166324113125,0.6739737723998744,3.8654032834739787,6
alpha_lon_accel_max,64.0,7.238879870875095,2.298348856984857,0.07779991186927404,6.624019460950734,7.778836970562455,8.955635431686378,9.959450632426226,7
alpha_lon_brake_max,64.0,9.847061417433887,2.317563555713936,6.033262095941305,8.45843799810699,9.568231121220382,11.179187259771869,14.943262095941307,7
alpha_lon_brake_min,64.0,3.786826667457667,0.9311471062637111,2.136949506175277,3.1259665082132773,3.567500180729083,4.297409502069354,5.975605783332202,7
response_time,64.0,0.9004641929176971,0.5738864585990329,0.5144315983796149,0.6282709089298932,0.7255459639575899,0.8634182411736585,4.025573695495191,7
alpha_lon_accel_max,48.0,7.215080578777992,1.8241804640405666,1.4885001504905249,6.1272150503246285,7.469334799995865,8.641748780579734,9.977799911869273,8
alpha_lon_brake_max,48.0,9.151881261339849,1.7950751629366266,6.033262095941306,8.088620166651406,9.076838268348133,9.989431503113437,14.943262095941307,8
alpha_lon_brake_min,48.0,3.8750147814383573,0.8897301468381296,2.0156057833322016,3.242934317220821,3.8011734449837755,4.443946865771625,5.926252157417888,8
response_time,48.0,0.8940940638149271,0.31129034307123554,0.4853369722757396,0.7209226305665497,0.8168152155537862,0.9638899910884831,2.4889179270376136,8
alpha_lon_accel_max,48.0,6.667908736488145,2.2844186029047053,1.2846243588357809,5.236815663866169,7.340070779481035,8.149954777805242,9.977799911869273,9
alpha_lon_brake_max,48.0,9.388855961011194,2.2928181897125635,6.033262095941306,7.559759721276776,9.275789546823905,10.581887349909843,14.052138927676008,9
alpha_lon_brake_min,48.0,3.626475004358305,0.9452783251000069,2.0156057833322016,3.0366144211735224,3.5039158489915696,4.245740058565396,5.97498445747238,9
