robustness,alpha_lon_accel_max,alpha_lon_brake_max,alpha_lon_brake_min,response_time,cluster_label
1.0809697463593102,7.557264762687744,6.745858029582182,5.216005112090242,0.07062781306948886,0
1.1756737344936588,1.722386458904799,12.343195259448096,5.469137010892184,0.05460627815208429,0
1.505013474360423,5.460293152768002,8.856144302040597,3.627496880715444,0.050330686444731335,0
1.5185349030004698,7.758340722659055,9.306948905917123,3.58323180410311,0.05474809112850877,0
1.6247134215776955,7.578816775372157,9.350589275305683,3.6135910757255374,0.050330686444731335,0
1.6820811810856802,7.581368188416616,9.090374645598347,3.623362759960038,0.05486331981239096,0
1.6971382536830522,0.8264256754483541,10.977911478853017,5.697400795943188,0.16163672210111565,0
1.7203588994575496,0.7845684871686276,10.948460265018165,5.678479759881287,0.14608425243789916,0
1.7503638736754672,7.705543885142362,9.32306534371635,3.5688624324649205,0.06779284298224203,0
1.7736698265441495,7.7036277098033175,9.32663623412725,3.535551347491108,0.050330686444731335,0
1.8076196903703867,6.5225675090985975,13.070454444544499,5.9756057833322025,0.0867353255023738,0
1.8565439151754888,8.199046684342889,9.347768790474325,3.6321334248859416,0.06906880990991605,0
1.891264433883515,0.07779991186927293,6.445047173901182,3.0423617962952387,0.4286816576029788,0
1.9150510412027408,7.350195750031217,7.781126060669298,4.184018063810585,0.1047854883573592,0
1.9277767984796184,7.537091989782772,9.572700517080484,3.5893034040626013,0.05370747291417841,0
1.953238860626788,0.07779991186927293,8.524332756928718,5.545428796405224,0.2378649541845485,0
1.9541621572659544,7.994478239732072,9.439115548501317,3.5914319543290416,0.06405863782695642,0
2.00454416002196,7.777566048126139,9.31373088242019,3.5768876850240447,0.08183330741051871,0
2.005755977375512,7.794097052090112,9.008030103071961,3.500082608655398,0.12354853574944782,0
2.0161520870379364,0.7349187080330115,10.976096034369581,5.485378059429122,0.1070613587324494,0
2.03052246653578,7.406689885617946,9.091456852009486,3.4365629528542048,0.06564071075829407,0
2.0363643837980123,7.538372112327992,9.07336815768036,3.5072515306674745,0.05536791576547257,0
2.0426535044545067,6.430058055468582,8.570923796086191,3.636238022654642,0.050330686444731335,0
2.0485320424000606,7.432074508434175,9.489784250655736,3.6325899638972574,0.06558303609193693,0
2.0499096390180283,7.1517802518565325,8.726218394473008,3.6761006030881713,0.05712091411762923,0
2.0543802097779853,7.7564331672996545,9.322173779394364,3.605098594115022,0.05817951136329886,0
2.0628719529586568,7.7125377632491325,9.398432538509745,3.5845095486033567,0.06976359832271489,0
2.083567767438549,6.4639827775882175,8.138645659092749,5.275001242616499,0.12870111586691574,0
2.088507650485642,6.0874919928226525,11.464155810819205,4.720432926208452,0.09924313653650924,0
2.0904942860892195,7.72760571316139,9.451248078711426,3.7091312597989416,0.07118011832953466,0
2.0950624456311697,7.721501723005941,9.285856468391986,3.5781587242532877,0.06061118573594435,0
2.102921107674069,7.397498133546589,9.96110516395418,3.4872884164824534,0.05894163552288146,0
2.106256460250804,7.767961327529701,9.327978128281966,3.5577610302337903,0.08167732577640484,0
2.1168659707325106,7.740845281923572,9.429176062362892,3.5592638130273264,0.08939490508841427,0
2.1210009004228705,3.3144907505383188,9.440305388047804,5.043892328818567,0.15651291889384206,0
2.131212571097175,6.808427548792287,7.020812812897577,3.8692667080436407,0.12836373724286482,0
2.144624333157408,0.08203077922098513,8.185086413306843,3.6250486372190536,0.16805164862349087,0
2.164342025671672,9.016067360165913,9.137124667819249,3.426660570451628,0.10187590978932992,0
2.1685751093591423,7.876330285872237,9.29981622074112,3.563214337248252,0.05798287470285213,0
2.199059643584668,6.917939246026609,8.935887275550629,3.7265300712514966,0.050330686444731335,0
2.2018921572762817,7.456638276240053,9.150647624716873,3.8501164380819657,0.14534635709434374,0
2.211303837100936,7.806203769499638,9.161245957954655,3.5601298330405786,0.050330686444731335,0
2.2158473832430876,7.838114185467727,10.790029784405208,3.578400299347232,0.05649104979326858,0
2.2185995043097195,7.68937954571499,9.339294670356793,3.556382433570609,0.050330686444731335,0
2.224609149842208,5.165650762934732,13.923188014850092,4.700219306842658,0.05176843103681121,0
2.229660801068372,5.406017650937897,9.82908048349078,4.1176093766676525,0.1102865383132195,0
2.2312956051466686,7.77927953236126,9.235854909454382,3.5862273668466687,0.05029885962748845,0
2.2316529612891816,7.911407040103363,9.369332138935198,3.597229957223566,0.056299047506647375,0
2.2402152765542533,7.761231240602987,9.334279278108642,3.562948366037956,0.06690905291227281,0
2.245342882138227,7.841184660352675,9.326930488049516,3.535860297834359,0.05520082550901794,0
2.245912223615248,7.337580878701206,9.452760187903568,3.5747509430630395,0.08864640440096097,0
2.247531458113229,8.664613913987846,9.684598448226488,3.5382828457911826,0.05582091657231118,0
2.250434362654563,7.637654853570763,9.303283284436757,3.5796913620941364,0.05235554091620827,0
2.2518446754619537,6.728236154933307,9.339517897767204,3.4961500731092188,0.050330686444731335,0
2.2560036757123934,7.724018181627351,9.422451463634484,3.582640367808044,0.07327769945405975,0
2.258916944520497,7.7494700738583875,9.299424668674572,3.556977832764052,0.06241207633984356,0
2.2609264029283445,7.793706278779446,9.345170160141867,3.5625571297838965,0.08498812643458956,0
2.2711257838451924,7.7800730384854315,9.347082705786999,3.5581435234294703,0.08295753932433708,0
