name,count,mean,std,min,25%,50%,75%,max,robustness_bin
alpha_lon_accel_max,92.0,3.91038701258815,2.943115786443184,0.16334536371846625,1.5231616989777608,3.1961140191181876,6.6301493247311685,9.210050027640644,0
alpha_lon_brake_max,92.0,6.619589781992463,0.6310231036702527,6.00570050040356,6.114813510047788,6.420620078235431,6.884828952947159,8.99192144800485,0
alpha_lon_brake_min,92.0,5.234546610167782,0.6461038101052958,3.4074424056976547,4.706657785968543,5.205966018561655,5.832298594538266,5.999844977551148,0
response_time,92.0,0.08052632465899712,0.035744056261386305,0.05000784543147039,0.054171551536046664,0.06828970482780455,0.09278618327812668,0.25579287002307083,0
alpha_lon_accel_max,613.0,3.415456770968968,2.8488487134333873,0.00534051377119385,0.5701314270783654,3.281677318944549,4.568566893819719,9.985828981141367,1
alpha_lon_brake_max,613.0,6.86247549400485,0.7821041335916019,6.000485243839004,6.165791921487352,6.693340001207262,7.236702997685717,10.139519249011391,1
alpha_lon_brake_min,613.0,5.201485774615993,0.9242658387036694,2.744504833526368,4.851849806591226,5.651941240143107,5.955307345103973,5.999961490605516,1
response_time,613.0,0.09317676395283402,0.051370424197890806,0.050005796167950464,0.055661054607016966,0.07418724265454453,0.11050352179078292,0.3766498258735855,1
alpha_lon_accel_max,1982.0,3.6451923284293573,3.0321431228559597,0.0004765212968492731,0.5653617492642005,3.3502170394148134,7.473885845502048,9.968649683787707,2
alpha_lon_brake_max,1982.0,7.349641532035123,1.1085319039196473,6.000016379801866,6.3573033438630455,7.104242887890393,7.964947877331625,14.918161784221716,2
alpha_lon_brake_min,1982.0,5.341925038922456,0.8606497854940375,2.4076424251736106,5.127031366967181,5.699330282350401,5.984154184698805,5.9999984497755126,2
response_time,1982.0,0.1106341412839741,0.07427765707632307,0.05001100626462657,0.05610880501969757,0.08457032129906161,0.1389622745719441,0.5981065217549848,2
alpha_lon_accel_max,2652.0,3.488209527573008,3.0728853963532825,0.00017160277582487383,0.5240365821611668,2.9616621996200254,7.337424273540555,9.990728373551493,3
alpha_lon_brake_max,2652.0,7.781286047692986,1.5096251362895736,6.000581128589443,6.555328026480982,7.658236707192779,8.825147003095381,14.934128341359008,3
alpha_lon_brake_min,2652.0,5.359762161086655,0.7882392897645107,2.12519756408505,5.165294082552106,5.6354887800554865,5.952570119433595,5.9999931683381895,3
response_time,2652.0,0.16441759493907204,0.12715604700187874,0.05002672427177809,0.06679668854312479,0.12176243074422169,0.2253596385007762,1.2214210481502037,3
alpha_lon_accel_max,2213.0,3.5787450304569584,2.966125225479252,9.534017054821484e-05,0.6916062826293085,3.08636326773799,6.651925612253669,9.98866141337723,4
