,131,11936
robustness,0.1554921174849162,20.6873171453311
alpha_lon_accel_max,1.707203193549515,6.202640235220696
alpha_lon_brake_max,6.513160747882843,7.749153803838634
alpha_lon_brake_min,4.754090983820964,4.632606462020744
response_time,0.17985650735885428,2.7952531120883064
alpha_lat_accel_max,0.2,0.2
alpha_lat_brake_min,0.8,0.8
lateral_fluctuation_margin,0.0,0.0
alpha_lon_brake_min_correct,2.0,2.0
