robustness,alpha_lon_accel_max,alpha_lon_brake_max,alpha_lon_brake_min,response_time,alpha_lat_accel_max,alpha_lat_brake_min,lateral_fluctuation_margin,alpha_lon_brake_min_correct
0.0,3.066030067593833,6.017179250686754,5.756415370445856,0.058281482340940674,0.2,0.8,0.0,2.0
0.0,2.646758367806909,6.316633433586702,5.981058419658287,0.12530461591909053,0.2,0.8,0.0,2.0
0.0,2.5991965736567386,6.337768652521177,5.931346241239767,0.07577732446608057,0.2,0.8,0.0,2.0
0.0,2.637097639853208,6.266264907952558,5.995672599411418,0.1121159495724747,0.2,0.8,0.0,2.0
0.0,2.5743278923739625,6.2137760574888325,5.965481421948682,0.09394482671329442,0.2,0.8,0.0,2.0
0.0,2.5551222257757593,6.1866567553260365,5.935073581674745,0.1045304350867428,0.2,0.8,0.0,2.0
0.0,2.7164659328274388,6.2699377363071775,5.922897904872785,0.07256397255940779,0.2,0.8,0.0,2.0
0.0,2.994383555707456,6.269368463054019,5.8712453206946424,0.10273961599208424,0.2,0.8,0.0,2.0
0.0,2.7720857158576186,6.2676107020919005,5.983125484390838,0.13477854333719091,0.2,0.8,0.0,2.0
0.0,2.733248984749631,6.2085541995043165,5.955898868932655,0.14049787101785854,0.2,0.8,0.0,2.0
0.0,2.717652193770948,6.087272510171488,5.813239329513477,0.05535418022922204,0.2,0.8,0.0,2.0
0.0,2.719418424597792,6.094262356977607,5.814745833854825,0.052163648998968665,0.2,0.8,0.0,2.0
0.0,2.6836686267018903,6.0122372650396905,5.763892937256522,0.059012731835517675,0.2,0.8,0.0,2.0
0.0,2.6476938304682958,6.001987064906865,5.770714973781023,0.07219164278370911,0.2,0.8,0.0,2.0
0.0,2.655867079216052,6.00232256421245,5.772755066851548,0.05706871923623842,0.2,0.8,0.0,2.0
0.0,2.8193931976419777,6.252519334075007,5.97931156331715,0.12452118497968225,0.2,0.8,0.0,2.0
0.0,2.7206209511067003,6.232256421244927,5.549604651582022,0.1219891836654147,0.2,0.8,0.0,2.0
0.0,3.0521546287090926,6.3736183805962625,5.798162355871303,0.10718553974076213,0.2,0.8,0.0,2.0
0.0,3.7805819125310594,6.062859718861673,5.44846681293823,0.07392234499199778,0.2,0.8,0.0,2.0
0.0,3.9309481230215715,6.033485918497353,5.521220718239489,0.0581550421006049,0.2,0.8,0.0,2.0
0.0,3.9756282965903886,6.038619119724427,5.580328489762821,0.05003887388186429,0.2,0.8,0.0,2.0
0.0,3.981815160065587,6.022318660091382,5.581364827488513,0.05388738818642852,0.2,0.8,0.0,2.0
0.0,3.979349104174269,6.024565035188657,5.5815685779973725,0.05279285815795963,0.2,0.8,0.0,2.0
0.0,3.973990509105743,6.0018203732204505,5.54527851226809,0.06716028860942065,0.2,0.8,0.0,2.0
0.0,3.9708102905521088,6.1820373220451525,5.413695341169873,0.05703404598066957,0.2,0.8,0.0,2.0
0.0,3.3669683291124066,6.23368925109242,5.274952226069691,0.05057185539740762,0.2,0.8,0.0,2.0
0.0,3.952777053956993,6.191144726892335,5.4148555762759045,0.05469484590098517,0.2,0.8,0.0,2.0
0.0,3.9668019644342953,6.172643526760425,5.393752046261957,0.06460324654323132,0.2,0.8,0.0,2.0
0.0,3.743055130331217,6.033607803512407,5.398486811581009,0.12519235055106712,0.2,0.8,0.0,2.0
0.0,3.778302824715072,6.0675896740578485,5.445968675479143,0.06678389339356547,0.2,0.8,0.0,2.0
0.0,3.777567548645972,6.136465518264013,5.442894216924735,0.05600893657893681,0.2,0.8,0.0,2.0
0.0,3.766477940835313,6.1263866248401175,5.4439728616058565,0.06264599253901247,0.2,0.8,0.0,2.0
0.0,3.7789475012330986,6.071309929340688,5.447403266982901,0.07245473640127073,0.2,0.8,0.0,2.0
0.0,3.9537358142294687,6.1901524552378175,5.414951656049273,0.0564605421552332,0.2,0.8,0.0,2.0
0.0,3.9420602383856536,6.016114022191613,5.520793146976616,0.06445607008111283,0.2,0.8,0.0,2.0
0.0,2.8657110513847512,6.289940634034295,5.580782172253157,0.06412442521657953,0.2,0.8,0.0,2.0
0.0,2.965431090774804,6.027682622503769,5.942628862691164,0.07666451979969724,0.2,0.8,0.0,2.0
0.0,3.1958621341700337,6.112819797873504,5.9796869957523215,0.08554511469988837,0.2,0.8,0.0,2.0
0.0,3.2250109258593227,6.183457783417682,5.989426039975472,0.0732193370221629,0.2,0.8,0.0,2.0
0.0,3.2709594141974283,6.208529219516269,5.996935475012405,0.07314301198035156,0.2,0.8,0.0,2.0
0.0,3.0576627886825065,6.2944587489795,5.99957379253561,0.05822452253491405,0.2,0.8,0.0,2.0
0.0,3.075627332073863,6.283074628013532,5.994464018626855,0.052066930376938235,0.2,0.8,0.0,2.0
0.0,3.0946249157895664,6.2910422679835225,5.99892962867001,0.05695653687464065,0.2,0.8,0.0,2.0
0.0,3.192906878123332,6.073093085000812,5.954331563254486,0.05169603879577706,0.2,0.8,0.0,2.0
0.0,2.959565956104483,6.1642897833747154,5.892962867000878,0.15508776976231073,0.2,0.8,0.0,2.0
0.0,2.732779917374001,6.005287268514705,5.648919565255508,0.14024005104188642,0.2,0.8,0.0,2.0
0.0,2.8277262295541217,6.057853892663978,5.760676776010955,0.05020649400662895,0.2,0.8,0.0,2.0
0.0,2.926071623112258,6.1936941316527685,5.833295611143019,0.061211233854463164,0.2,0.8,0.0,2.0
0.0,3.0646173538486288,6.000171792506868,5.774687674389602,0.12148782176855767,0.2,0.8,0.0,2.0
0.0,3.0680621922590707,6.0154832193821814,5.755294753539946,0.06042931528430734,0.2,0.8,0.0,2.0
0.0,3.10988559747169,6.041231128385661,5.767674154901335,0.051967814061659685,0.2,0.8,0.0,2.0
0.0,2.9439344684124316,6.095194173142017,5.615934717854179,0.09297596432950864,0.2,0.8,0.0,2.0
0.0,3.1360350958422223,6.140892749320022,5.976899617967925,0.09702096865826547,0.2,0.8,0.0,2.0
0.0,0.6840578499220556,6.4884487101946595,5.803166664352447,0.10474976384750366,0.2,0.8,0.0,2.0
0.0,0.5859472556163696,6.554149775617717,5.869394346311103,0.08829229303257025,0.2,0.8,0.0,2.0
0.0,2.9902892381215382,6.034339514629504,5.947469455304258,0.06184944982900425,0.2,0.8,0.0,2.0
0.0,3.164747496594634,6.048345647042249,5.996158505715544,0.09355573082953242,0.2,0.8,0.0,2.0
0.0,0.44469807583067744,6.287672764008891,5.6158505715543425,0.12832739441396734,0.2,0.8,0.0,2.0
0.0,0.3776733082224809,6.183733136985871,5.5778384600348625,0.1390221481741721,0.2,0.8,0.0,2.0
