,1516,2059
robustness,0.15111329496835274,24.957159630817088
alpha_lon_accel_max,2.3803903962787785,9.918429027848509
alpha_lon_brake_max,6.5421483868548425,8.44815564150391
alpha_lon_brake_min,5.4031933150715,3.5204343480596068
response_time,0.17250353382658298,1.0566644557263845
alpha_lat_accel_max,0.2,0.2
alpha_lat_brake_min,0.8,0.8
lateral_fluctuation_margin,0.0,0.0
alpha_lon_brake_min_correct,3.0,3.0
