,9734,37065
robustness,0.15018796632437936,24.99732380998105
alpha_lon_accel_max,0.5263726058333528,5.191746031948545
alpha_lon_brake_max,7.0703102810790295,14.686164452812369
alpha_lon_brake_min,5.95250873327754,2.733494526045752
response_time,0.13049000432593816,0.4530402766633895
alpha_lat_accel_max,0.2,1.4495450457981125
alpha_lat_brake_min,0.8,0.06426381513622681
lateral_fluctuation_margin,0.0,0.19048972260462974
alpha_lon_brake_min_correct,3.0,3.0
