alpha_lon_accel_max,alpha_lon_brake_max,alpha_lon_brake_min,response_time,robustness,cluster_label
3.5,6.0,3.5,1.0,4.7528422843079765,0
7.423611689341186,6.2934153146120595,2.0635640322766484,1.89393355319126,75.07934769413255,1
7.3978358831580735,6.410491920632949,2.0006356403227663,1.9547855815596995,78.36766216238628,1
8.146986389567795,8.215610648191305,5.877465131921282,1.843608919630932,37.16598096393129,2
9.941193428251855,7.900121940924205,3.211262218215557,3.949645420934064,88.68661499023438,1
8.024041256202088,12.556071518836102,2.012112622182156,3.5297726238693947,88.68685150146484,1
6.720669453926336,11.544087310202654,2.1155896434096744,2.4408477955076933,88.6867904663086,1
3.4813570212239884,8.231308335165963,2.8709073329784807,4.607918904467692,85.15049738645084,1
0.051294685248746134,8.444133556557897,2.6680767869173003,4.456301483094845,7.286181870396616,0
0.2194398813114977,6.6159927541865615,2.850016019898216,4.994563014830948,12.893438583347896,2
0.142863487517326,6.580198277112497,2.842505348797057,4.9824042710518865,10.086191151507103,0
0.6352188184233394,6.380002113475218,2.8245101179287584,4.832825700261965,19.344278969874498,2
0.15412524643752687,6.526116223322841,2.8672166480727324,4.952402318580801,9.99641231960678,0
0.0015412524643752636,7.19254679976094,2.7406282889766453,4.3994249497983065,5.262922131303072,0
1.0336386704385698,6.011925467997608,2.6670673219665977,4.922821318000595,31.514935795101767,2
2.9745688832046837,7.592277461920965,2.0255961069457893,3.7843254376786817,72.63691847357872,1
0.2876344041639683,8.357658291458844,2.931888269524097,4.560522681151076,11.32518152815993,0
9.90287634404164,7.538577939242543,2.6497762200068884,2.0685567466156205,88.68704986572266,1
0.1378349107032346,8.280068307334776,2.949865623172878,4.4105623211771,8.123519152714241,0
0.19170938471319346,8.27687706327095,2.958131151712582,4.429638277957261,8.989812794323935,0
4.315169800202728,12.039982144247956,5.660560222070731,4.921234162153089,88.68701171875,1
0.3635356118458638,8.62250311329479,3.030076784082734,4.839935834112817,14.314653076504063,2
0.6881327080004128,6.77172688606784,2.5729692151907133,4.3163630304136165,17.52558751895935,2
1.2645390287916114,7.153159046457198,2.765789720158523,4.328163962935879,29.31248388821097,2
0.3363744273977327,8.587921667127759,2.9241625825775124,4.559008072899932,12.401506012421562,2
1.006551740913432,8.097214128448655,2.707783330890255,4.92431207460842,30.96885605973684,2
2.2157278243024896,6.01949026047372,2.516594585903672,2.9989339905967527,28.034428304306957,2
1.0213840557636422,6.278366403249619,2.5027224269452217,4.56991446256866,27.628921202151844,2
0.2316448107912684,8.182144041961955,3.003605927193795,4.370119565183645,8.882403895971763,0
0.4412357704641141,8.919520469007303,2.896171783259123,3.705027964402816,9.126514037971088,0
1.091389991338658,7.955000625165378,3.0643770430242907,3.5076265629595267,15.59238847796466,2
5.487697433336932,7.434392920966669,4.49773319161748,4.967783398179984,88.6869125366211,1
1.312673983157189,8.639132311169476,2.420815286144868,3.783302427686497,26.347612609163445,2
2.788938901205296,7.809811523603441,3.5308114907811023,4.828807616771645,72.87903353145141,1
2.5206960727733185,8.920732338251971,3.2039109053753836,3.575014782925523,40.854278304489455,2
0.8386179436925223,12.158534498778472,3.9942273642933483,4.016882633592151,15.590503588039562,2
3.1675207412225137,9.382927815426227,2.008961717832591,3.9311695320745503,78.36604461697424,1
0.5376427893198256,8.813414505412482,2.8834752363370857,3.7083174707056408,10.663808679590844,0
1.6675116133972698,8.634199370747345,2.971932875365336,3.157666460429455,20.30541967322301,2
0.11732693073866028,10.504400037668132,3.050360313800165,4.017726787301573,6.600207771666338,0
1.6694872370629494,14.95504400037668,2.036480175737577,2.3670025193634734,17.102132929494573,2
0.23554062801700595,10.916392685210475,3.1485664286445365,4.4939649249245415,10.815349671542174,0
0.09012026427911184,11.554942024246024,2.939968926359766,3.852319215176101,6.288951742527731,0
0.8452920143882053,12.280369249510775,3.1180969107813787,3.2155496676510102,11.63200744403234,0
2.197068545633835,11.860204894023203,2.2955057665855945,3.7320938497397353,49.178367736202574,1
1.831201113717086,12.195806042868524,4.751739212152706,2.7003020628704206,13.052326083742653,2
2.94770988344864,11.483098916012015,4.393204209194504,2.2356304567038645,15.75609415059843,2
0.9988783727003632,11.972807806286529,2.6643206393296888,3.9040612941717394,21.929159959349178,2
0.6108275348574017,10.158251818555405,2.7884502898129986,3.990990576355877,14.105606344265006,2
0.06848207599970152,8.252209601817004,2.6365298667900627,2.614803227508112,5.358077854030483,0
0.2914757963924536,7.717715376645862,2.460392994172895,2.6002418777152765,4.4393496000923935,0
0.3405245619463076,7.630049442826174,2.391771442010115,2.726626522994752,5.0139670082707575,0
0.5865392702556539,6.0171771537664585,2.006346616402248,2.0406290403014147,5.61305004792701,0
0.5941209876412819,6.0019265458301465,2.0223540000390754,2.0382879052624814,5.2527597514383535,0
0.594298216383987,6.007624399151085,2.0182747671579633,2.0365261278970834,5.433119764284278,0
0.4931317324437252,6.041731573042183,2.000154698427594,2.032591284340192,5.3242338548183366,0
0.05314196138598945,6.000417315730423,2.114169360278784,2.1318533108029523,5.192340234708166,0
1.1640032386894497,9.243315635133813,3.1744073466857983,2.0279045245015253,5.1677474662889376,0
1.3309661962961958,9.439936799353967,3.2116350415682016,1.0799678331175275,5.527120112560488,0
0.013309661962961905,7.723026732593068,3.0211170952239303,1.9792757940034835,4.980003020527287,0
0.04394038764409906,8.138989324644237,3.6038050958588874,1.187014277339502,4.8490542062621325,0
1.9696547105353024,6.174178464075961,5.628790823014161,0.4442777127536982,2.4756940576741253,0
2.5781338569898606,6.636249668405157,2.582591952354344,1.5764436125946164,7.7955246100987265,0
8.747244815537746,7.8694285968171185,2.036287908230141,3.526602884901637,88.68678283691406,1
1.9341264449962712,6.562391230722944,5.809850321332626,0.3071349612930581,0.5641437652555645,0
0.9955846849095678,8.307630377224704,4.955269673095827,0.6609252134711022,4.003339620926522,0
1.5641196340634391,8.184437839077853,5.17536149676746,0.08361090355911177,4.070717095328998,0
4.123962601068673,13.461589776374304,4.382801785909177,1.4771967550545293,10.474956432607607,0
3.0090788991119286,6.275739661452619,4.281335985779553,1.6567143450606212,7.596574226545497,0
1.590697739046978,6.655295435527693,5.786144978055487,0.45059011893692896,3.1414105305416182,0
1.990135997655752,6.5242123469888735,5.802802114476602,0.2666153333822369,0.0,0
3.909025739840998,6.0052421234698885,5.48267718300885,0.8085392070818387,4.383445403631824,0
2.3606215429614963,6.2599851261055575,5.9415672519459335,0.4063534080158198,3.79851309178016,0
0.25683726027525944,8.71799583205089,4.806303676462228,0.8144796414854969,2.6874268862044985,0
2.6871834509520265,6.242367887520177,5.6342392211028125,1.249488030860208,5.0949819454470004,0
1.8525087082619127,6.775960812073673,5.814082490648593,0.2732644764296451,4.045385653315697,0
2.0764412944887547,6.162344651471878,5.611429373514318,0.052166153333822365,3.2108949681451127,0
2.235057728071487,6.0052421234698885,5.8221688149270525,1.4222383158886118,5.410634538624123,0
2.3775987816155237,7.952843858898864,5.9980280211447665,0.24519310990462595,4.042661827450623,0
1.869698207216872,6.684673399245077,5.87138114268914,0.288487835710667,0.2831018143920029,0
1.9778111103871567,6.503082016091994,5.7893030410911575,0.2607942928785336,4.989137725870461,0
2.008123365442175,6.0052421234698885,5.578740444941652,0.09472978319169026,3.8140653709714782,0
1.8874348532743277,6.618771330902924,5.881732838301844,0.28349945234973106,4.545860278039015,0
0.1911501525897144,6.8366941893153115,5.9450707822259306,1.0487885937777386,3.330291929816346,0
1.93155103810922,6.5542819031888815,5.792609487740125,0.27639282239807633,1.1898054401420892,0
0.5066954289527481,7.690896852511803,5.805735329117187,1.0572344012919133,4.9377631355528315,0
0.16866190716895466,9.82583581026503,5.19578401303718,0.2583187049353267,4.2740197437586716,0
2.5838852249480992,7.594562231429122,4.559411534065486,1.7010720365474166,5.869222241093402,0
1.9657857074172995,6.508844331706082,5.806805648996472,0.2520557370693829,4.591146304538309,0
1.6874968923827631,7.390524180155276,5.8815410205753755,0.5889918432286829,3.6411704659609336,0
1.6238686937393154,7.280091711454303,5.955407555856378,0.5270358312355007,4.275197539205188,0
2.503753873238578,7.5781928233760825,3.4630378334967453,0.6830267404011043,5.044118440661072,0
6.956932239575702,13.326272196735887,4.582118589724092,0.056330267404011036,3.722125469099155,0
7.061083248052638,11.046225497179034,4.746214432262278,0.8757194314527643,6.631016145988397,0
7.297009189557782,13.173899408902635,4.477398643667284,0.25308266794009976,4.780830016296793,0
7.046177375368089,9.845904371237284,5.668552627549928,4.3602980361608825,88.68706512451172,1
7.067200204276374,13.398617265215291,4.573476561683926,0.11774184161574262,2.600482249952357,0
9.552704322294836,12.547558366872645,4.187890870860134,0.3428082898093537,5.1238241863238745,0
8.909532119252656,14.420585806099238,3.0335214168781435,2.1285850638310597,84.72538462171163,1
9.704517597293007,14.458483037743148,4.305317345243573,1.7405832311124316,58.317905218386095,1
6.899950527747184,13.620881105376716,4.610118628705603,0.1957187294032367,3.939372678115258,0
9.970672002042763,11.084897213054424,5.366894202176948,3.7534421253563486,88.6869888305664,1
8.014112673055951,13.501006551537275,3.8212016825601554,0.5651382123637261,5.200421983520752,0
8.469193372904035,14.132887590780673,4.948578665641064,1.1137649564524466,16.202596684918934,2
7.071238259663595,13.571022299169135,4.565129402906074,0.0974732901642438,4.139510201566064,0
6.709197473313947,13.218723653472528,2.6951974220458905,2.850745831751478,88.68672943115234,1
9.970672002042763,12.209067150574622,3.0198650772505933,1.8522731931767744,82.93392807567227,1
7.0022858709603115,11.652636033315707,4.52178392779858,0.2153845000944326,2.3708625765958597,0
5.82497172845693,12.725937541402047,5.480497164446863,0.051653845000944325,2.7665567855353035,0
5.8459647044653416,12.476289104239552,3.6926388192693187,1.9892693176632976,38.59745385251617,2
0.15996518069920307,12.787978845973965,2.2257385071228493,0.7114061330770576,4.28336883396222,0
3.6047905862465854,13.022752836106275,3.460546939891504,3.2379412267106904,52.703132061654436,1
1.9034803252050496,12.043086354005439,5.475783409367285,0.10921743487241614,4.709403718374608,0
6.520924329080358,13.022034311911227,5.7628929011408845,0.16949440736754928,4.3368998957756535,0
6.853401851230713,12.37910535793092,5.883805451010977,0.623771112556629,4.758096535953233,0
6.628423457635807,14.387795040420293,5.6563815519533485,0.3533693405077252,3.5931793630070934,0
5.9447896928934725,12.356141267140744,5.711617798464799,0.09882568914029506,2.604937767372311,0
6.645855122949072,12.210655533718972,5.950398511131501,0.4536377699902366,5.044604644384926,0
7.1039798346187615,12.217916301440383,5.585269075074057,0.0558970744552252,1.8179791643059944,0
6.581467699418081,11.908952393099305,5.581235373690198,0.16664560573100304,3.3394495725555817,0
6.422708255247387,12.203129931236765,5.99585269075074,0.14845904670181478,2.884994342753148,0
5.944665005007501,11.424381092841154,5.421330068362829,0.14794152940101732,4.824654320523012,0
6.394215072498758,12.273618520983405,5.951111646543993,0.12811452456757733,4.070672635061896,0
3.4463470803658303,7.702305451370453,5.959946047707187,0.3473430069984516,1.6562687755396852,0
9.71838088785399,6.258522431981941,3.79895157237118,4.953473430069986,88.6869125366211,1
3.44415439287219,7.760576699870951,5.994872602951461,0.4508309849039526,4.678458929533997,0
3.3691220779318343,7.6689508482663715,5.986182240801496,0.3482996796519489,4.015554453767845,0
0.09485333519237804,7.017928000602471,3.0172546687001334,0.4398905219375139,2.036086036096072,0
0.6466651283287284,7.149213853525207,3.0914896646249814,0.23888972277829945,4.27357193655389,0
0.044650592664623186,7.245456255063129,3.1178405653742383,0.3407477752090599,4.9211915960153485,0
8.049076464585848,12.470867365336199,3.614673943598657,1.1413876454033232,20.439890395857354,2
1.0148829612899437,8.988433744131386,3.1914774921265443,0.7358283229906495,3.0085654166746933,0
0.5848760614754475,7.473020940112092,2.68153465059333,1.914805493981623,4.827718298809581,0
2.929980872584542,7.7467484052988205,4.908295707845383,4.2974778151655135,54.666707998960895,1
